actionType	chemblIds	targetType	targets
ANTAGONIST	CHEMBL2364652	single protein	ENSG00000155760
INHIBITOR	CHEMBL3039519	single protein	
INHIBITOR	CHEMBL1201825	single protein	ENSG00000112715
ANTAGONIST	CHEMBL1200948	single protein	ENSG00000147246
ANTAGONIST	CHEMBL644	single protein	ENSG00000147246
INHIBITOR	CHEMBL3545402	single protein	ENSG00000157404
INHIBITOR	CHEMBL1200772	single protein	ENSG00000167397
INHIBITOR	CHEMBL1464	single protein	ENSG00000167397
INHIBITOR	CHEMBL2107872	single protein	ENSG00000163932
INHIBITOR	CHEMBL2109500	single protein	ENSG00000125498
AGONIST	CHEMBL1201477	single protein	ENSG00000091831
INHIBITOR	CHEMBL5095024	single protein	ENSG00000141736
INHIBITOR	CHEMBL5095492	single protein	ENSG00000141736
INHIBITOR	CHEMBL2103830	single protein	ENSG00000165025
INHIBITOR	CHEMBL2323775	single protein	ENSG00000105976
ANTAGONIST	CHEMBL1200745	single protein	ENSG00000169252
ANTAGONIST	CHEMBL546	single protein	ENSG00000169252
INHIBITOR	CHEMBL1743081	single protein	ENSG00000169194
OTHER	CHEMBL1743045	single protein	ENSG00000146242
INHIBITOR	CHEMBL88712	single protein	ENSG00000132965
INHIBITOR	CHEMBL211471	single protein	ENSG00000087085
INHIBITOR	CHEMBL278020	single protein	ENSG00000087085
AGONIST	CHEMBL2103867	single protein	ENSG00000070019
ANTAGONIST	CHEMBL34124	single protein	ENSG00000180772
INHIBITOR	CHEMBL4303187	single protein	ENSG00000007952
ANTAGONIST	CHEMBL1201052	single protein	ENSG00000102468
ANTAGONIST	CHEMBL1088	single protein	ENSG00000102468
POSITIVE MODULATOR	CHEMBL2108735	nucleic-acid	ENSG00000198947
INHIBITOR	CHEMBL2105741	single protein	ENSG00000126934
ANTAGONIST	CHEMBL928	single protein	ENSG00000196218
ANTAGONIST	CHEMBL1201288	single protein	ENSG00000196218
ANTAGONIST	CHEMBL1743032	protein complex	ENSG00000259207
ANTAGONIST	CHEMBL1743032	protein complex	ENSG00000138448
ACTIVATOR	CHEMBL3707226	single protein	ENSG00000122194
AGONIST	CHEMBL2107842	protein complex	ENSG00000142166
AGONIST	CHEMBL2107842	protein complex	ENSG00000159110
AGONIST	CHEMBL1201464	single protein	ENSG00000138039
ANTAGONIST	CHEMBL14376	single protein	ENSG00000102468
INHIBITOR	CHEMBL1200530	protein family	
INHIBITOR	CHEMBL996	protein family	
INHIBITOR	CHEMBL279785	single protein	ENSG00000262406
INHIBITOR	CHEMBL3545261	single protein	ENSG00000148400
AGONIST	CHEMBL1201047	single protein	ENSG00000082556
AGONIST	CHEMBL1201347	single protein	ENSG00000082556
INHIBITOR	CHEMBL2108718	single protein	ENSG00000117601
INHIBITOR	CHEMBL5095033	single protein	ENSG00000178999
INHIBITOR	CHEMBL1200699	protein nucleic-acid complex	
INHIBITOR	CHEMBL1433	protein nucleic-acid complex	
INHIBITOR	CHEMBL1096882	protein complex group	ENSG00000167325
INHIBITOR	CHEMBL1096882	protein complex group	ENSG00000048392
INHIBITOR	CHEMBL1096882	protein complex group	ENSG00000171848
AGONIST	CHEMBL25202	single protein	ENSG00000131759
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000022355
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000145864
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000113327
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000166206
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000109158
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000182256
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000268089
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000011677
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000094755
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000187730
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000163285
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000163288
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000102287
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000151834
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000186297
ANTAGONIST	CHEMBL2106227	protein complex group	ENSG00000145863
INHIBITOR	CHEMBL4279047	protein family	ENSG00000138413
INHIBITOR	CHEMBL4279047	protein family	ENSG00000182054
INHIBITOR	CHEMBL3039513	single protein	ENSG00000105639
AGONIST	CHEMBL3545086	single protein	ENSG00000126266
BLOCKER	CHEMBL1201729	protein family	ENSG00000144285
BLOCKER	CHEMBL1201729	protein family	ENSG00000183873
BLOCKER	CHEMBL1201729	protein family	ENSG00000007314
BLOCKER	CHEMBL1201729	protein family	ENSG00000136546
BLOCKER	CHEMBL1201729	protein family	ENSG00000136531
BLOCKER	CHEMBL1201729	protein family	ENSG00000169432
BLOCKER	CHEMBL1201729	protein family	ENSG00000153253
BLOCKER	CHEMBL1201729	protein family	ENSG00000168356
BLOCKER	CHEMBL1201729	protein family	ENSG00000196876
BLOCKER	CHEMBL1201729	protein family	ENSG00000185313
BLOCKER	CHEMBL184412	protein family	ENSG00000144285
BLOCKER	CHEMBL184412	protein family	ENSG00000183873
BLOCKER	CHEMBL184412	protein family	ENSG00000007314
BLOCKER	CHEMBL184412	protein family	ENSG00000136546
BLOCKER	CHEMBL184412	protein family	ENSG00000136531
BLOCKER	CHEMBL184412	protein family	ENSG00000169432
BLOCKER	CHEMBL184412	protein family	ENSG00000153253
BLOCKER	CHEMBL184412	protein family	ENSG00000168356
BLOCKER	CHEMBL184412	protein family	ENSG00000196876
BLOCKER	CHEMBL184412	protein family	ENSG00000185313
ANTAGONIST	CHEMBL2146146	single protein	ENSG00000133019
ANTAGONIST	CHEMBL517712	single protein	ENSG00000133019
RELEASING AGENT	CHEMBL1200782	single protein	ENSG00000103546
RELEASING AGENT	CHEMBL612	single protein	ENSG00000103546
INHIBITOR	CHEMBL3702854	single protein	ENSG00000010671
AGONIST	CHEMBL3989677	protein family	ENSG00000082556
AGONIST	CHEMBL3989677	protein family	ENSG00000116329
AGONIST	CHEMBL3989677	protein family	ENSG00000112038
AGONIST	CHEMBL1457	protein family	ENSG00000082556
AGONIST	CHEMBL1457	protein family	ENSG00000116329
AGONIST	CHEMBL1457	protein family	ENSG00000112038
INHIBITOR	CHEMBL1735	single protein	
INHIBITOR	CHEMBL115	single protein	
INHIBITOR	CHEMBL482968	single protein	ENSG00000068078
PARTIAL AGONIST	CHEMBL2105749	single protein	ENSG00000116329
PARTIAL AGONIST	CHEMBL426084	single protein	ENSG00000116329
INHIBITOR	CHEMBL4297904	single protein	ENSG00000003436
INHIBITOR	CHEMBL4650292	single protein	ENSG00000065361
AGONIST	CHEMBL431733	single protein	ENSG00000282608
INHIBITOR	CHEMBL252164	protein family	ENSG00000080824
INHIBITOR	CHEMBL252164	protein family	ENSG00000096384
INHIBITOR	CHEMBL5095036	single protein	ENSG00000166483
AGONIST	CHEMBL1200598	protein family	ENSG00000140009
AGONIST	CHEMBL1200598	protein family	ENSG00000091831
AGONIST	CHEMBL490665	single protein	ENSG00000082556
AGONIST	CHEMBL267495	single protein	ENSG00000082556
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000188229
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000101162
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000198033
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000127824
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000258947
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000167552
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000104833
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000261456
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000196230
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000123416
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000167553
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000152086
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000137267
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000137285
INHIBITOR	CHEMBL4297892	protein complex group	ENSG00000176014
AGONIST	CHEMBL3261331	single protein	ENSG00000151090
ANTAGONIST	CHEMBL4297183	single protein	ENSG00000166148
BINDING AGENT	CHEMBL1743053	single protein	ENSG00000198851
INHIBITOR	CHEMBL1230609	protein complex	ENSG00000113721
INHIBITOR	CHEMBL1230609	protein complex	ENSG00000134853
INHIBITOR	CHEMBL3137345	single protein	ENSG00000146648
ANTAGONIST	CHEMBL1743014	protein complex	ENSG00000259207
ANTAGONIST	CHEMBL1743014	protein complex	ENSG00000138448
INHIBITOR	CHEMBL2109356	single protein	ENSG00000140443
ACTIVATOR	CHEMBL4297508	single protein	ENSG00000106633
ANTAGONIST	CHEMBL73451	single protein	ENSG00000196639
INHIBITOR	CHEMBL1743005	single protein	ENSG00000101017
ANTAGONIST	CHEMBL539423	single protein	ENSG00000151617
INHIBITOR	CHEMBL2146133	protein complex	ENSG00000105675
INHIBITOR	CHEMBL2146133	protein complex	ENSG00000186009
INHIBITOR	CHEMBL1201320	protein complex	ENSG00000105675
INHIBITOR	CHEMBL1201320	protein complex	ENSG00000186009
INHIBITOR	CHEMBL1200814	single protein	ENSG00000104267
INHIBITOR	CHEMBL20	single protein	ENSG00000104267
INHIBITOR	CHEMBL4297163	single protein	ENSG00000113578
AGONIST	CHEMBL1742428	single protein	ENSG00000179546
ANTAGONIST	CHEMBL3183075	single protein	ENSG00000113749
AGONIST	CHEMBL1200542	single protein	ENSG00000151623
ANTAGONIST	CHEMBL561132	single protein	ENSG00000183134
ANTAGONIST	CHEMBL2442750	single protein	ENSG00000183134
PARTIAL AGONIST	CHEMBL2111051	single protein	ENSG00000133019
INHIBITOR	CHEMBL20684	protein family	ENSG00000188229
INHIBITOR	CHEMBL20684	protein family	ENSG00000101162
INHIBITOR	CHEMBL20684	protein family	ENSG00000258947
INHIBITOR	CHEMBL20684	protein family	ENSG00000104833
INHIBITOR	CHEMBL20684	protein family	ENSG00000261456
INHIBITOR	CHEMBL20684	protein family	ENSG00000196230
INHIBITOR	CHEMBL20684	protein family	ENSG00000137267
INHIBITOR	CHEMBL20684	protein family	ENSG00000137285
INHIBITOR	CHEMBL20684	protein family	ENSG00000176014
INHIBITOR	CHEMBL20684	protein family	ENSG00000173213
INHIBITOR	CHEMBL4297142	single protein	
INHIBITOR	CHEMBL499808	single protein	
ANTAGONIST	CHEMBL221692	single protein	ENSG00000151577
AGONIST	CHEMBL1201610	single protein	ENSG00000185231
BLOCKER	CHEMBL471737	single protein	ENSG00000138622
BLOCKER	CHEMBL976	single protein	
INHIBITOR	CHEMBL1693	single protein	ENSG00000142319
INHIBITOR	CHEMBL1194666	single protein	ENSG00000142319
VACCINE ANTIGEN	CHEMBL2107863	single protein	ENSG00000146648
AGONIST	CHEMBL1201717	single protein	ENSG00000140443
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL285674	protein complex group	ENSG00000145863
ANTAGONIST	CHEMBL1200950	single protein	ENSG00000168539
ANTAGONIST	CHEMBL620	single protein	ENSG00000168539
INHIBITOR	CHEMBL101253	protein complex	ENSG00000113721
INHIBITOR	CHEMBL101253	protein complex	ENSG00000134853
INHIBITOR	CHEMBL1213250	protein family	
INHIBITOR	CHEMBL2103872	protein family	
INHIBITOR	CHEMBL2107779	single protein	ENSG00000112062
AGONIST	CHEMBL3833353	protein complex	ENSG00000004948
AGONIST	CHEMBL3833353	protein complex	ENSG00000122679
AGONIST	CHEMBL2103758	protein complex	ENSG00000004948
AGONIST	CHEMBL2103758	protein complex	ENSG00000122679
ANTAGONIST	CHEMBL2105755	single protein	ENSG00000112038
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000188229
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000101162
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000198033
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000127824
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000258947
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000167552
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000104833
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000261456
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000196230
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000123416
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000167553
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000152086
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000137267
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000137285
INHIBITOR	CHEMBL3990032	protein complex group	ENSG00000176014
INHIBITOR	CHEMBL3989844	single protein	ENSG00000165646
INHIBITOR	CHEMBL612	single protein	ENSG00000165646
ANTAGONIST	CHEMBL2165326	protein family	ENSG00000136160
ANTAGONIST	CHEMBL2165326	protein family	ENSG00000151617
INHIBITOR	CHEMBL2079588	single protein	ENSG00000128052
ANTAGONIST	CHEMBL37676	single protein	ENSG00000169083
INHIBITOR	CHEMBL3545055	single protein	ENSG00000121879
INHIBITOR	CHEMBL1200907	single protein	ENSG00000203859
POSITIVE ALLOSTERIC MODULATOR	CHEMBL8030	single protein	ENSG00000254087
INHIBITOR	CHEMBL3989740	single protein	ENSG00000137673
INHIBITOR	CHEMBL1433	single protein	ENSG00000137673
INHIBITOR	CHEMBL8	protein complex	
ANTAGONIST	CHEMBL1201765	single protein	ENSG00000181072
ANTAGONIST	CHEMBL1201764	single protein	ENSG00000181072
ANTAGONIST	CHEMBL541758	single protein	ENSG00000168398
ANTAGONIST	CHEMBL218427	single protein	ENSG00000168398
INHIBITOR	CHEMBL134561	single protein	
ANTAGONIST	CHEMBL2360079	single protein	ENSG00000149295
ANTAGONIST	CHEMBL1085	single protein	ENSG00000149295
INHIBITOR	CHEMBL2364574	single protein	ENSG00000118113
INHIBITOR	CHEMBL1433	single protein	ENSG00000118113
INHIBITOR	CHEMBL1200454	single protein	
INHIBITOR	CHEMBL1201314	single protein	
INHIBITOR	CHEMBL249856	protein family	ENSG00000172572
INHIBITOR	CHEMBL249856	protein family	ENSG00000152270
AGONIST	CHEMBL1201627	single protein	ENSG00000171105
INHIBITOR	CHEMBL4297730	single protein	ENSG00000003436
INHIBITOR	CHEMBL89598	single protein	ENSG00000183044
INHIBITOR	CHEMBL160038	single protein	ENSG00000093010
MODULATOR	CHEMBL1116	single protein	ENSG00000140009
MODULATOR	CHEMBL81	single protein	ENSG00000140009
INHIBITOR	CHEMBL3590106	single protein	ENSG00000100030
INHIBITOR	CHEMBL2107870	single protein	ENSG00000101981
ANTAGONIST	CHEMBL582857	single protein	ENSG00000198049
INHIBITOR	CHEMBL3545144	single protein	ENSG00000105976
INHIBITOR	CHEMBL3544998	single protein	ENSG00000112062
INHIBITOR	CHEMBL1492500	single protein	ENSG00000108576
INHIBITOR	CHEMBL2108359	single protein	ENSG00000146648
INHIBITOR	CHEMBL276520	single protein	ENSG00000108576
INHIBITOR	CHEMBL403989	single protein	ENSG00000128052
INHIBITOR	CHEMBL3989949	protein family	ENSG00000144285
INHIBITOR	CHEMBL3989949	protein family	ENSG00000183873
INHIBITOR	CHEMBL3989949	protein family	ENSG00000007314
INHIBITOR	CHEMBL3989949	protein family	ENSG00000136546
INHIBITOR	CHEMBL3989949	protein family	ENSG00000136531
INHIBITOR	CHEMBL3989949	protein family	ENSG00000169432
INHIBITOR	CHEMBL3989949	protein family	ENSG00000153253
INHIBITOR	CHEMBL3989949	protein family	ENSG00000168356
INHIBITOR	CHEMBL3989949	protein family	ENSG00000196876
INHIBITOR	CHEMBL3989949	protein family	ENSG00000185313
RNAI INHIBITOR	CHEMBL4650413	nucleic-acid	ENSG00000198670
INHIBITOR	CHEMBL266497	single protein	ENSG00000085662
BLOCKER	CHEMBL2106155	protein family	ENSG00000144285
BLOCKER	CHEMBL2106155	protein family	ENSG00000183873
BLOCKER	CHEMBL2106155	protein family	ENSG00000007314
BLOCKER	CHEMBL2106155	protein family	ENSG00000136546
BLOCKER	CHEMBL2106155	protein family	ENSG00000136531
BLOCKER	CHEMBL2106155	protein family	ENSG00000169432
BLOCKER	CHEMBL2106155	protein family	ENSG00000153253
BLOCKER	CHEMBL2106155	protein family	ENSG00000168356
BLOCKER	CHEMBL2106155	protein family	ENSG00000196876
BLOCKER	CHEMBL2106155	protein family	ENSG00000185313
BLOCKER	CHEMBL315838	protein family	ENSG00000144285
BLOCKER	CHEMBL315838	protein family	ENSG00000183873
BLOCKER	CHEMBL315838	protein family	ENSG00000007314
BLOCKER	CHEMBL315838	protein family	ENSG00000136546
BLOCKER	CHEMBL315838	protein family	ENSG00000136531
BLOCKER	CHEMBL315838	protein family	ENSG00000169432
BLOCKER	CHEMBL315838	protein family	ENSG00000153253
BLOCKER	CHEMBL315838	protein family	ENSG00000168356
BLOCKER	CHEMBL315838	protein family	ENSG00000196876
BLOCKER	CHEMBL315838	protein family	ENSG00000185313
INHIBITOR	CHEMBL499915	protein family	ENSG00000176387
INHIBITOR	CHEMBL499915	protein family	ENSG00000117594
AGONIST	CHEMBL2108332	single protein	ENSG00000105976
INHIBITOR	CHEMBL24828	protein family	ENSG00000141736
INHIBITOR	CHEMBL24828	protein family	ENSG00000146648
INHIBITOR	CHEMBL24828	protein family	ENSG00000178568
INHIBITOR	CHEMBL24828	protein family	ENSG00000065361
AGONIST	CHEMBL1201542	single protein	ENSG00000171105
AGONIST	CHEMBL1161	single protein	ENSG00000113580
INHIBITOR	CHEMBL1417019	single protein	ENSG00000131747
INHIBITOR	CHEMBL58	single protein	ENSG00000131747
INHIBITOR	CHEMBL1046	single protein	ENSG00000122194
INHIBITOR	CHEMBL259084	single protein	ENSG00000087586
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000176884
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000183454
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000273079
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000105464
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000116032
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000161509
ANTAGONIST	CHEMBL3707355	protein complex group	ENSG00000198785
INHIBITOR	CHEMBL4650989	protein family	ENSG00000198400
INHIBITOR	CHEMBL4650989	protein family	ENSG00000148053
INHIBITOR	CHEMBL4650989	protein family	ENSG00000140538
ANTAGONIST	CHEMBL1201002	protein family	ENSG00000043591
ANTAGONIST	CHEMBL1201002	protein family	ENSG00000169252
ANTAGONIST	CHEMBL1201002	protein family	ENSG00000188778
ANTAGONIST	CHEMBL839	protein family	ENSG00000043591
ANTAGONIST	CHEMBL839	protein family	ENSG00000169252
ANTAGONIST	CHEMBL839	protein family	ENSG00000188778
NEGATIVE ALLOSTERIC MODULATOR	CHEMBL4650279	single protein	ENSG00000146648
ANTAGONIST	CHEMBL2012520	single protein	ENSG00000169252
BLOCKER	CHEMBL2103761	protein family	ENSG00000151067
BLOCKER	CHEMBL2103761	protein family	ENSG00000081248
BLOCKER	CHEMBL2103761	protein family	ENSG00000157388
BLOCKER	CHEMBL2103761	protein family	ENSG00000102001
INHIBITOR	CHEMBL3989740	single protein	ENSG00000137745
INHIBITOR	CHEMBL1433	single protein	ENSG00000137745
INHIBITOR	CHEMBL362558	single protein	ENSG00000105723
INHIBITOR	CHEMBL2107888	single protein	ENSG00000211891
BLOCKER	CHEMBL1200612	single protein	ENSG00000183873
BLOCKER	CHEMBL1086	single protein	ENSG00000183873
INHIBITOR	CHEMBL1278146	single protein	ENSG00000122025
AGONIST	CHEMBL2105758	single protein	ENSG00000117400
AGONIST	CHEMBL2103883	single protein	ENSG00000117400
ANTAGONIST	CHEMBL3545403	single protein	ENSG00000128602
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000022355
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000145864
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000113327
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000166206
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000109158
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000182256
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000268089
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000011677
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000094755
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000187730
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000163285
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000163288
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000102287
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000151834
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000186297
POSITIVE ALLOSTERIC MODULATOR	CHEMBL3989724	protein complex group	ENSG00000145863
